neighbourhood,host_since,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,log_price,location_cluster
Parkside,2017-05-20,24,1,Private room in rental unit,Private room,2,1,57.0,4.060443010546419,2
Mission,2013-07-11,3,1,Private room in home,Private room,1,1,100.0,4.61512051684126,3
Western Addition,2021-07-19,7,1,Room in boutique hotel,Private room,2,1,229.0,5.438079308923196,1
Downtown/Civic Center,2013-12-05,2,1,Entire rental unit,Entire home/apt,8,4,151.0,5.0238805208462765,0
Downtown/Civic Center,2012-09-27,1,1,Entire rental unit,Entire home/apt,4,1,260.0,5.564520407322694,0
South of Market,2013-03-21,1,1,Entire condo,Entire home/apt,2,0,110.0,4.709530201312334,0
Downtown/Civic Center,2019-10-18,10,0,Room in hotel,Private room,4,1,330.0,5.802118375377063,0
Downtown/Civic Center,2015-12-24,43,1,Entire rental unit,Entire home/apt,2,1,127.0,4.852030263919617,0
Downtown/Civic Center,2016-06-09,8,0,Private room in hostel,Private room,2,2,77.0,4.356708826689592,0
Downtown/Civic Center,2016-01-19,1,1,Entire condo,Entire home/apt,3,2,285.0,5.655991810819852,0
North Beach,2020-06-22,7,1,Private room in rental unit,Private room,1,1,41.0,3.7376696182833684,0
Mission,2016-03-30,1,1,Entire home,Entire home/apt,5,2,300.0,5.707110264748875,3
Bernal Heights,2010-05-03,1,1,Entire rental unit,Entire home/apt,3,2,192.0,5.262690188904886,3
South of Market,2016-12-16,138,1,Entire rental unit,Entire home/apt,4,2,231.0,5.44673737166631,0
Russian Hill,2012-06-20,2,1,Entire rental unit,Entire home/apt,2,1,99.0,4.605170185988092,0
Visitacion Valley,2013-10-02,6,1,Entire rental unit,Entire home/apt,8,4,595.0,6.39024066706535,3
Mission,2013-09-14,3,1,Private room in rental unit,Private room,2,1,72.0,4.290459441148391,3
Bayview,2012-08-17,1,1,Private room in home,Private room,2,1,95.0,4.564348191467836,3
Chinatown,2016-10-20,4,1,Private room in home,Private room,3,1,176.0,5.176149732573829,0
Chinatown,2014-03-01,6,0,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836,0
Mission,2019-06-11,55,1,Private room in rental unit,Private room,2,1,54.0,4.007333185232471,1
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,78.0,4.3694478524670215,0
Noe Valley,2015-06-22,1,1,Entire rental unit,Entire home/apt,3,2,212.0,5.3612921657094255,1
South of Market,2020-10-13,13,1,Entire rental unit,Entire home/apt,2,1,125.0,4.836281906951478,0
Potrero Hill,2011-11-25,1,0,Entire condo,Entire home/apt,2,1,118.0,4.77912349311153,3
Russian Hill,2016-08-07,1,0,Entire condo,Entire home/apt,2,2,129.0,4.867534450455582,0
Downtown/Civic Center,2019-02-25,8,1,Entire rental unit,Entire home/apt,4,1,200.0,5.303304908059076,0
Bernal Heights,2014-12-10,2,1,Entire home,Entire home/apt,3,2,121.0,4.804021044733257,3
Glen Park,2013-12-20,1,1,Private room in home,Private room,2,1,73.0,4.30406509320417,4
Bernal Heights,2014-12-10,2,1,Entire home,Entire home/apt,2,1,130.0,4.875197323201151,3
Noe Valley,2014-01-13,2,1,Entire rental unit,Entire home/apt,4,2,160.0,5.081404364984463,1
Potrero Hill,2015-01-18,1,1,Entire home,Entire home/apt,6,3,388.0,5.963579343618446,3
Pacific Heights,2012-01-16,1,1,Entire home,Entire home/apt,6,4,500.0,6.2166061010848646,1
South of Market,2021-07-29,32,1,Entire serviced apartment,Entire home/apt,2,1,368.0,5.910796644040527,0
South of Market,2017-08-26,1,1,Entire condo,Entire home/apt,1,1,110.0,4.709530201312334,0
South of Market,2014-10-14,19,1,Entire rental unit,Entire home/apt,3,1,245.0,5.5053315359323625,0
Outer Richmond,2016-06-24,9,1,Private room in home,Private room,1,1,32.0,3.4965075614664802,2
Mission,2023-02-17,5,1,Private room in rental unit,Private room,2,1,500.0,6.2166061010848646,1
Russian Hill,2016-12-06,2,1,Entire rental unit,Entire home/apt,2,1,122.0,4.812184355372417,0
Bernal Heights,2013-12-17,1,1,Entire home,Entire home/apt,6,3,675.0,6.516193076042964,3
Bernal Heights,2013-04-06,1,1,Entire guest suite,Entire home/apt,3,1,200.0,5.303304908059076,3
South of Market,2020-10-08,1,0,Entire loft,Entire home/apt,4,3,350.0,5.860786223465865,0
Lakeshore,2021-08-25,10,1,Private room in home,Private room,2,1,42.0,3.7612001156935624,2
Potrero Hill,2022-11-16,1,1,Entire home,Entire home/apt,2,1,265.0,5.583496308781699,3
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,88.0,4.48863636973214,0
Noe Valley,2012-06-27,2,1,Entire rental unit,Entire home/apt,4,1,155.0,5.049856007249537,1
Parkside,2017-08-27,1,0,Entire rental unit,Entire home/apt,2,1,145.0,4.983606621708336,2
Chinatown,2014-03-01,6,0,Entire rental unit,Entire home/apt,4,2,100.0,4.61512051684126,0
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4.406719247264253,0
Russian Hill,2014-06-01,3,1,Entire home,Entire home/apt,4,3,120.0,4.795790545596741,0
South of Market,2023-04-26,16,1,Entire serviced apartment,Entire home/apt,2,1,230.0,5.442417710521793,0
Excelsior,2018-07-10,3,1,Private room in home,Private room,4,1,95.0,4.564348191467836,3
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4.406719247264253,0
Outer Sunset,2012-07-09,3,1,Private room in rental unit,Private room,2,1,103.0,4.6443908991413725,2
Pacific Heights,2016-08-07,17,1,Entire rental unit,Entire home/apt,2,1,237.0,5.472270673671475,0
South of Market,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,168.0,5.1298987149230735,0
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4.406719247264253,0
Marina,2019-05-15,3,1,Entire home,Entire home/apt,6,3,1800.0,7.496097345175956,0
Nob Hill,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,209.0,5.3471075307174685,0
Mission,2013-08-08,1,1,Entire rental unit,Entire home/apt,4,3,124.0,4.8283137373023015,1
Outer Sunset,2015-12-03,3,1,Private room in home,Private room,2,1,71.0,4.276666119016055,2
Castro/Upper Market,2011-06-20,1,1,Entire rental unit,Entire home/apt,2,1,158.0,5.0689042022202315,1
Nob Hill,2013-06-01,1,0,Entire rental unit,Entire home/apt,2,1,99.0,4.605170185988092,0
Pacific Heights,2017-04-28,30,1,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836,1
Downtown/Civic Center,2012-11-13,2,1,Entire serviced apartment,Entire home/apt,2,1,120.0,4.795790545596741,0
Marina,2021-06-15,9,1,Room in hotel,Private room,2,1,144.0,4.976733742420574,0
South of Market,2012-10-07,2,1,Entire condo,Entire home/apt,2,1,250.0,5.5254529391317835,0
South of Market,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,223.0,5.4116460518550396,0
Bayview,2010-03-19,3,1,Entire home,Entire home/apt,4,2,249.0,5.521460917862246,3
Russian Hill,2013-08-01,5,1,Entire rental unit,Entire home/apt,1,1,89.0,4.499809670330265,0
Downtown/Civic Center,2022-10-04,16,1,Entire condo,Entire home/apt,6,3,326.0,5.7899601708972535,0
Mission,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,89.0,4.499809670330265,3
Bernal Heights,2017-10-20,1,1,Entire home,Entire home/apt,4,2,175.0,5.170483995038151,3
Parkside,2021-02-23,1,1,Entire home,Entire home/apt,5,3,225.0,5.420534999272286,2
Castro/Upper Market,2013-01-23,1,1,Entire rental unit,Entire home/apt,2,2,205.0,5.327876168789581,1
Bernal Heights,2016-11-30,1,1,Entire guesthouse,Entire home/apt,2,1,90.0,4.51085950651685,3
Russian Hill,2013-08-01,5,1,Entire guest suite,Entire home/apt,1,1,85.0,4.454347296253507,0
Bernal Heights,2012-03-05,1,0,Entire home,Entire home/apt,6,3,575.0,6.3561076606958915,3
North Beach,2016-05-16,1,1,Entire rental unit,Entire home/apt,4,2,300.0,5.707110264748875,0
Bayview,2017-06-29,2,1,Entire rental unit,Entire home/apt,1,1,90.0,4.51085950651685,3
Mission,2012-10-07,2,1,Entire condo,Entire home/apt,4,2,185.0,5.225746673713202,1
Bernal Heights,2015-09-24,4,1,Entire home,Entire home/apt,3,3,250.0,5.5254529391317835,3
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533,0
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533,0
Bernal Heights,2015-06-02,4,1,Private room in home,Private room,2,1,120.0,4.795790545596741,3
Western Addition,2013-03-22,1,1,Entire rental unit,Entire home/apt,4,2,250.0,5.5254529391317835,1
Excelsior,2012-04-30,2,1,Entire home,Entire home/apt,6,3,222.0,5.407171771460119,4
Noe Valley,2012-01-31,3,1,Entire loft,Entire home/apt,3,2,140.0,4.948759890378168,3
Western Addition,2015-04-17,1,1,Entire condo,Entire home/apt,2,1,245.0,5.5053315359323625,1
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533,0
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533,0
Noe Valley,2018-07-17,14,1,Private room in rental unit,Private room,1,1,59.0,4.0943445622221,3
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533,0
Western Addition,2013-07-02,1,1,Private room in rental unit,Private room,2,1,93.0,4.543294782270004,1
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533,0
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,69.0,4.248495242049359,0
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,69.0,4.248495242049359,0
South of Market,2012-12-07,1,1,Shared room in rental unit,Shared room,2,1,177.0,5.181783550292085,0
Inner Richmond,2012-06-10,1,1,Entire rental unit,Entire home/apt,2,1,190.0,5.25227342804663,2
Bayview,2015-10-05,5,1,Private room in home,Private room,2,1,56.0,4.04305126783455,3
Russian Hill,2015-10-05,1,1,Entire rental unit,Entire home/apt,4,2,550.0,6.311734809152915,0
South of Market,2012-05-12,1,1,Entire rental unit,Entire home/apt,4,0,400.0,5.993961427306569,1
Mission,2012-08-04,1,1,Entire guest suite,Entire home/apt,2,1,193.0,5.267858159063328,3
Mission,2015-10-08,4,1,Entire home,Entire home/apt,6,4,370.0,5.916202062607435,1
Bernal Heights,2015-10-11,1,1,Entire rental unit,Entire home/apt,2,1,120.0,4.795790545596741,3
Outer Sunset,2014-05-21,1,1,Entire rental unit,Entire home/apt,2,1,150.0,5.017279836814924,2
Parkside,2015-06-09,4,1,Private room in home,Private room,2,1,66.0,4.204692619390966,2
Castro/Upper Market,2019-01-07,3,1,Private room in condo,Private room,1,1,187.0,5.236441962829949,1
Pacific Heights,2015-10-12,1,1,Entire home,Entire home/apt,10,7,1200.0,7.0909098220799835,1
Noe Valley,2015-10-12,1,1,Entire guest suite,Entire home/apt,2,1,180.0,5.198497031265826,1
Downtown/Civic Center,2021-07-29,32,1,Entire serviced apartment,Entire home/apt,2,1,234.0,5.459585514144159,0
Mission,2015-10-13,3,1,Entire rental unit,Entire home/apt,3,1,99.0,4.605170185988092,3
Mission,2012-03-10,1,1,Private room in home,Private room,1,2,50.0,3.9318256327243257,3
Castro/Upper Market,2015-10-14,2,1,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624,1
Mission,2014-09-11,5,1,Private room in home,Private room,2,1,80.0,4.394449154672439,3
Haight Ashbury,2012-03-11,1,1,Entire guest suite,Entire home/apt,2,1,136.0,4.919980925828125,1
Pacific Heights,2014-04-07,3,1,Private room in home,Private room,2,1,169.0,5.135798437050262,1
Downtown/Civic Center,2013-05-12,29,0,Room in hotel,Private room,4,2,180.0,5.198497031265826,0
Downtown/Civic Center,2013-05-12,29,0,Room in hotel,Private room,4,2,180.0,5.198497031265826,0
Western Addition,2015-10-21,2,1,Entire home,Entire home/apt,4,5,313.0,5.749392985908253,1
Western Addition,2015-10-22,1,1,Private room in rental unit,Private room,2,1,110.0,4.709530201312334,1
Bernal Heights,2011-09-21,1,1,Entire rental unit,Entire home/apt,4,2,149.0,5.0106352940962555,3
Western Addition,2012-12-18,2,1,Private room in townhouse,Private room,2,1,147.0,4.997212273764115,1
Twin Peaks,2016-01-16,2,0,Entire guesthouse,Entire home/apt,2,1,295.0,5.69035945432406,1
Mission,2012-01-08,1,1,Entire rental unit,Entire home/apt,4,2,385.0,5.955837369464831,3
Parkside,2015-10-24,1,1,Entire home,Entire home/apt,6,3,84.0,4.442651256490317,2
Bernal Heights,2011-06-09,1,1,Entire condo,Entire home/apt,4,2,212.0,5.3612921657094255,3
Ocean View,2012-03-30,1,1,Private room in home,Private room,2,1,56.0,4.04305126783455,4
Inner Sunset,2013-11-13,1,1,Entire guesthouse,Entire home/apt,1,1,95.0,4.564348191467836,2
South of Market,2013-12-23,1,1,Entire condo,Entire home/apt,2,1,300.0,5.707110264748875,0
West of Twin Peaks,2012-04-05,1,1,Entire home,Entire home/apt,6,4,695.0,6.54534966033442,4
Downtown/Civic Center,2015-10-26,27,1,Room in boutique hotel,Private room,2,1,213.0,5.365976015021851,0
Noe Valley,2012-06-13,1,1,Private room in rental unit,Private room,1,1,48.0,3.8918202981106265,3
Mission,2011-06-26,2,1,Private room in rental unit,Private room,4,1,325.0,5.786897381366708,3
Inner Richmond,2017-04-28,30,1,Entire rental unit,Entire home/apt,2,1,106.0,4.672828834461906,1
Ocean View,2011-10-12,2,1,Private room in home,Private room,1,1,37.0,3.6375861597263857,4
Noe Valley,2011-11-04,1,0,Entire rental unit,Entire home/apt,5,2,300.0,5.707110264748875,1
Mission,2012-02-19,5,1,Entire rental unit,Entire home/apt,3,3,120.0,4.795790545596741,3
Downtown/Civic Center,2011-10-06,28,1,Entire rental unit,Entire home/apt,2,1,100.0,4.61512051684126,0
Bernal Heights,2012-07-31,1,1,Entire home,Entire home/apt,6,4,269.0,5.598421958998375,3
Western Addition,2012-04-22,1,1,Entire rental unit,Entire home/apt,2,1,150.0,5.017279836814924,1
Excelsior,2013-08-29,1,1,Entire rental unit,Entire home/apt,6,4,135.0,4.912654885736052,3
Downtown/Civic Center,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,69.0,4.248495242049359,0
Excelsior,2012-11-26,2,1,Private room in home,Private room,2,1,110.0,4.709530201312334,4
Noe Valley,2012-11-25,1,1,Entire rental unit,Entire home/apt,2,1,220.0,5.3981627015177525,3
Excelsior,2014-11-24,5,1,Private room in home,Private room,1,1,77.0,4.356708826689592,4
Mission,2011-06-24,2,1,Entire rental unit,Entire home/apt,3,3,175.0,5.170483995038151,3
Castro/Upper Market,2019-01-07,3,1,Entire home,Entire home/apt,2,2,299.0,5.703782474656201,1
South of Market,2014-10-14,19,1,Entire rental unit,Entire home/apt,5,3,295.0,5.69035945432406,0
South of Market,2014-10-14,19,1,Entire rental unit,Entire home/apt,3,1,235.0,5.4638318050256105,0
South of Market,2014-10-14,19,1,Entire rental unit,Entire home/apt,5,2,325.0,5.786897381366708,0
Haight Ashbury,2011-03-08,1,1,Entire rental unit,Entire home/apt,4,3,217.0,5.384495062789089,1
South of Market,2014-10-14,19,1,Entire rental unit,Entire home/apt,5,2,295.0,5.69035945432406,0
Twin Peaks,2013-09-14,1,1,Entire guest suite,Entire home/apt,2,1,150.0,5.017279836814924,1
Castro/Upper Market,2016-10-11,1,1,Entire rental unit,Entire home/apt,2,2,550.0,6.311734809152915,1
Presidio Heights,2016-07-26,2,1,Entire townhouse,Entire home/apt,6,4,375.0,5.929589143389895,1
Castro/Upper Market,2012-05-29,1,1,Entire guest suite,Entire home/apt,4,1,215.0,5.375278407684165,1
Outer Richmond,2016-08-23,3,1,Entire rental unit,Entire home/apt,4,2,158.0,5.0689042022202315,2
Haight Ashbury,2019-02-13,2,0,Entire vacation home,Entire home/apt,3,3,154.0,5.043425116919247,1
Downtown/Civic Center,2017-11-19,5,1,Entire serviced apartment,Entire home/apt,4,2,187.0,5.236441962829949,0
Outer Sunset,2013-04-17,5,1,Private room in home,Private room,1,1,75.0,4.330733340286331,2
Inner Richmond,2014-09-26,1,1,Entire home,Entire home/apt,3,2,114.0,4.74493212836325,1
Russian Hill,2014-08-29,20,1,Entire condo,Entire home/apt,4,2,252.0,5.53338948872752,0
Mission,2022-07-15,9,1,Private room in bed and breakfast,Private room,3,3,279.0,5.634789603169249,3
Pacific Heights,2016-08-23,3,1,Entire rental unit,Entire home/apt,2,1,138.0,4.9344739331306915,0
Financial District,2021-03-31,1,1,Room in boutique hotel,Hotel room,0,0,0.0,0.0,0
Marina,2017-11-09,25,0,Private room in guest suite,Private room,1,1,55.0,4.02535169073515,0
Outer Richmond,2011-10-26,2,1,Entire condo,Entire home/apt,2,1,158.0,5.0689042022202315,2
Bernal Heights,2010-12-29,10,1,Entire rental unit,Entire home/apt,4,3,148.0,5.003946305945459,3
Russian Hill,2014-01-04,1,0,Entire condo,Entire home/apt,4,3,245.0,5.5053315359323625,0
Mission,2012-07-12,2,1,Entire home,Entire home/apt,6,3,850.0,6.7464121285733745,3
Bayview,2017-02-17,1,1,Entire rental unit,Entire home/apt,2,1,180.0,5.198497031265826,3
South of Market,2018-11-19,14,1,Entire condo,Entire home/apt,2,1,150.0,5.017279836814924,0
Pacific Heights,2013-08-21,1,1,Entire rental unit,Entire home/apt,5,3,678.0,6.520621127558696,0
Inner Sunset,2015-05-22,4,1,Entire rental unit,Entire home/apt,7,3,314.0,5.752572638825633,2
Mission,2014-03-05,1,1,Entire home,Entire home/apt,2,1,138.0,4.9344739331306915,3
West of Twin Peaks,2013-08-29,1,1,Entire guest suite,Entire home/apt,3,2,259.0,5.560681631015528,4
Nob Hill,2011-06-12,18,1,Entire rental unit,Entire home/apt,4,2,126.0,4.844187086458591,0
Outer Sunset,2023-05-18,2,1,Entire rental unit,Entire home/apt,3,2,198.0,5.293304824724492,2
Presidio,2021-04-05,1,1,Private room in home,Private room,8,4,755.0,6.628041376179533,1
Downtown/Civic Center,2019-02-25,8,1,Entire condo,Entire home/apt,4,2,250.0,5.5254529391317835,0
Pacific Heights,2017-05-11,6,1,Entire rental unit,Entire home/apt,3,2,135.0,4.912654885736052,0
Noe Valley,2018-07-17,14,1,Private room in rental unit,Private room,1,1,69.0,4.248495242049359,3
Potrero Hill,2021-04-06,1,1,Entire rental unit,Entire home/apt,4,1,145.0,4.983606621708336,3
Nob Hill,2021-03-28,4,0,Private room in rental unit,Private room,2,0,149.0,5.0106352940962555,0
Downtown/Civic Center,2021-03-28,4,0,Private room in rental unit,Private room,2,1,100.0,4.61512051684126,0
Downtown/Civic Center,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,291.0,5.676753802268282,0
Downtown/Civic Center,2021-03-28,4,0,Private room in rental unit,Private room,2,1,120.0,4.795790545596741,0
Downtown/Civic Center,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,204.0,5.3230099791384085,0
Downtown/Civic Center,2016-12-16,138,1,Entire rental unit,Entire home/apt,4,2,372.0,5.921578419643816,0
South of Market,2013-05-11,2,1,Entire rental unit,Entire home/apt,4,3,125.0,4.836281906951478,0
Excelsior,2018-12-08,1,1,Entire home,Entire home/apt,4,2,165.0,5.111987788356544,4
West of Twin Peaks,2015-01-25,1,0,Entire guest suite,Entire home/apt,2,2,149.0,5.0106352940962555,4
Bayview,2013-07-19,4,0,Private room in home,Private room,3,1,59.0,4.0943445622221,3
Bayview,2013-07-19,4,0,Private room in home,Private room,3,1,80.0,4.394449154672439,3
Castro/Upper Market,2014-04-11,2,1,Entire home,Entire home/apt,4,2,395.0,5.981414211254481,1
South of Market,2021-09-02,3,1,Private room in home,Private room,2,1,97.0,4.584967478670572,0
North Beach,2019-10-18,22,1,Entire rental unit,Entire home/apt,4,3,375.0,5.929589143389895,0
Outer Sunset,2015-10-15,5,1,Entire home,Entire home/apt,6,3,145.0,4.983606621708336,2
Bayview,2023-04-10,1,1,Entire home,Entire home/apt,6,4,162.0,5.093750200806762,3
Bayview,2021-10-20,1,1,Entire home,Entire home/apt,4,2,144.0,4.976733742420574,3
Marina,2019-05-15,3,1,Private room in home,Private room,2,1,299.0,5.703782474656201,0
South of Market,2016-06-04,1,1,Entire condo,Entire home/apt,4,2,250.0,5.5254529391317835,0
South of Market,2023-04-03,1,1,Entire rental unit,Entire home/apt,4,3,407.0,6.0112671744041615,0
South of Market,2013-12-24,3,0,Entire rental unit,Entire home/apt,3,1,119.0,4.787491742782046,0
Lakeshore,2014-03-20,1,1,Entire guest suite,Entire home/apt,2,1,178.0,5.187385805840755,4
