neighbourhood,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,host_duration_days,log_price,location_cluster
Downtown/Civic Center,27,1,Room in boutique hotel,Private room,2,1,213.0,2957,5.365976015021851,0
Downtown/Civic Center,27,1,Room in boutique hotel,Private room,4,2,338.0,2957,5.82600010738045,0
Castro/Upper Market,7,1,Entire rental unit,Entire home/apt,2,1,110.0,3688,4.709530201312334,1
Inner Richmond,1,1,Entire home,Entire home/apt,6,3,552.0,4552,6.315358001522335,1
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,166.0,3005,5.117993812416755,1
Nob Hill,1,1,Entire rental unit,Entire home/apt,3,1,125.0,2924,4.836281906951478,0
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,99.0,2898,4.605170185988092,0
Mission,1,1,Entire guest suite,Entire home/apt,2,1,191.0,2921,5.2574953720277815,3
Glen Park,2,1,Entire rental unit,Entire home/apt,5,3,206.0,4238,5.332718793265369,3
West of Twin Peaks,3,1,Private room in home,Private room,1,1,99.0,3146,4.605170185988092,4
Downtown/Civic Center,4,1,Room in boutique hotel,Private room,2,1,189.0,2904,5.247024072160486,0
Downtown/Civic Center,4,1,Room in boutique hotel,Private room,2,1,225.0,2904,5.420534999272286,0
Glen Park,1,1,Entire guest suite,Entire home/apt,2,1,108.0,2887,4.6913478822291435,3
Noe Valley,1,1,Entire loft,Entire home/apt,2,1,206.0,3744,5.332718793265369,1
Russian Hill,1,1,Entire condo,Entire home/apt,8,4,1400.0,3195,7.244941546337007,0
Parkside,1,1,Entire rental unit,Entire home/apt,2,1,160.0,4748,5.081404364984463,2
Bernal Heights,1,1,Entire home,Entire home/apt,4,6,500.0,4170,6.2166061010848646,3
Downtown/Civic Center,27,1,Room in hotel,Private room,4,2,357.0,2957,5.8805329864007,0
Western Addition,1,1,Private room in condo,Private room,2,1,125.0,3524,4.836281906951478,1
Downtown/Civic Center,1,1,Room in hotel,Private room,2,1,125.0,2161,4.836281906951478,0
Bernal Heights,1,1,Entire guest suite,Entire home/apt,2,1,172.0,4223,5.153291594497779,3
Russian Hill,6,0,Entire rental unit,Entire home/apt,4,2,135.0,3561,4.912654885736052,0
Excelsior,2,1,Private room in home,Private room,6,4,86.0,4223,4.465908118654584,4
Noe Valley,1,1,Entire home,Entire home/apt,2,1,117.0,2883,4.770684624465665,1
Outer Sunset,1,1,Entire rental unit,Entire home/apt,4,1,184.0,4695,5.220355825078324,2
Mission,1,1,Entire rental unit,Entire home/apt,2,1,125.0,4320,4.836281906951478,3
Bernal Heights,2,1,Entire guest suite,Entire home/apt,2,1,116.0,4010,4.762173934797756,3
Bernal Heights,4,1,Private room in home,Private room,1,1,89.0,4258,4.499809670330265,3
Mission,1,1,Entire rental unit,Entire home/apt,2,2,193.0,4437,5.267858159063328,1
Potrero Hill,2,1,Private room in home,Private room,2,1,128.0,4477,4.859812404361672,3
Inner Sunset,2,1,Entire home,Entire home/apt,6,4,331.0,3504,5.805134968916488,2
Outer Richmond,2,1,Entire home,Entire home/apt,2,1,130.0,3101,4.875197323201151,2
Marina,2,1,Entire rental unit,Entire home/apt,2,1,389.0,3795,5.966146739123692,1
Bernal Heights,1,0,Private room in rental unit,Private room,2,1,100.0,4435,4.61512051684126,3
Western Addition,1,1,Entire condo,Entire home/apt,5,3,425.0,4491,6.054439346269371,1
Outer Richmond,1,1,Entire rental unit,Entire home/apt,4,2,150.0,2880,5.017279836814924,2
Mission,5,1,Private room in home,Private room,1,1,102.0,4302,4.634728988229636,3
Bernal Heights,4,1,Private room in home,Private room,1,1,99.0,2989,4.605170185988092,3
Potrero Hill,1,0,Entire home,Entire home/apt,4,2,130.0,2878,4.875197323201151,3
Noe Valley,4,1,Entire home,Entire home/apt,5,3,275.0,4473,5.62040086571715,1
Western Addition,1,1,Entire condo,Entire home/apt,2,1,145.0,2874,4.983606621708336,0
Bernal Heights,4,1,Private room in condo,Private room,2,1,91.0,3438,4.5217885770490405,3
Inner Richmond,2,1,Private room in home,Private room,1,1,100.0,4075,4.61512051684126,1
Outer Sunset,1,1,Entire home,Entire home/apt,4,2,330.0,2873,5.802118375377063,2
Russian Hill,1,1,Entire condo,Entire home/apt,6,4,720.0,2873,6.580639137284949,0
Bernal Heights,1,0,Entire guest suite,Entire home/apt,3,2,110.0,3426,4.709530201312334,3
Mission,1,1,Entire rental unit,Entire home/apt,3,3,116.0,3780,4.762173934797756,3
Nob Hill,1,1,Entire rental unit,Entire home/apt,3,2,199.0,2887,5.298317366548036,0
Outer Mission,1,1,Private room in home,Private room,2,2,125.0,4349,4.836281906951478,4
Haight Ashbury,1,0,Entire rental unit,Entire home/apt,2,1,95.0,2870,4.564348191467836,1
Nob Hill,28,1,Private room in rental unit,Private room,2,1,86.0,3304,4.465908118654584,0
Inner Richmond,1,1,Entire townhouse,Entire home/apt,2,2,350.0,2646,5.860786223465865,2
Excelsior,1,1,Entire home,Entire home/apt,6,6,425.0,3234,6.054439346269371,4
Mission,2,1,Entire rental unit,Entire home/apt,8,5,900.0,4283,6.803505257608338,1
Western Addition,1,1,Entire condo,Entire home/apt,4,2,255.0,4309,5.545177444479562,1
Nob Hill,1,1,Entire rental unit,Entire home/apt,2,1,150.0,4050,5.017279836814924,0
Inner Richmond,2,1,Entire rental unit,Entire home/apt,4,4,120.0,2911,4.795790545596741,1
Inner Richmond,2,1,Entire rental unit,Entire home/apt,2,1,111.0,2911,4.718498871295094,1
Outer Richmond,1,1,Entire home,Entire home/apt,8,4,240.0,2867,5.484796933490655,2
Presidio Heights,1,1,Entire home,Entire home/apt,11,6,900.0,2866,6.803505257608338,1
Pacific Heights,1,1,Entire rental unit,Entire home/apt,4,3,583.0,2916,6.369900982828227,1
Mission,1,1,Entire rental unit,Entire home/apt,4,2,680.0,3558,6.523562306149512,1
Western Addition,3,1,Private room in townhouse,Private room,2,2,88.0,4200,4.48863636973214,1
Potrero Hill,1,1,Entire home,Entire home/apt,6,3,450.0,3034,6.111467339502679,3
Bernal Heights,1,1,Entire rental unit,Entire home/apt,4,4,153.0,3866,5.0369526024136295,3
Marina,17,1,Entire rental unit,Entire home/apt,4,2,234.0,3529,5.459585514144159,0
Noe Valley,1,1,Entire rental unit,Entire home/apt,2,1,170.0,2968,5.14166355650266,3
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,3,2,131.0,2864,4.882801922586371,1
Marina,1,1,Entire condo,Entire home/apt,2,1,150.0,2863,5.017279836814924,1
Inner Richmond,2,1,Entire guest suite,Entire home/apt,5,2,229.0,3493,5.438079308923196,2
Twin Peaks,1,1,Entire home,Entire home/apt,4,2,349.0,2862,5.857933154483459,1
Bayview,1,1,Entire home,Entire home/apt,2,1,85.0,4036,4.454347296253507,3
Chinatown,24,1,Room in boutique hotel,Private room,2,1,230.0,2868,5.442417710521793,0
Chinatown,24,1,Room in boutique hotel,Private room,2,1,250.0,2868,5.5254529391317835,0
West of Twin Peaks,1,1,Entire guest suite,Entire home/apt,3,2,225.0,3003,5.420534999272286,4
Parkside,2,1,Private room in home,Private room,2,1,85.0,2860,4.454347296253507,2
Lakeshore,1,1,Private room in townhouse,Private room,2,1,100.0,2859,4.61512051684126,4
Castro/Upper Market,1,1,Private room in home,Private room,4,2,217.0,2919,5.384495062789089,1
North Beach,1,1,Entire rental unit,Entire home/apt,4,2,100.0,3286,4.61512051684126,0
Russian Hill,1,1,Entire rental unit,Entire home/apt,6,2,300.0,3331,5.707110264748875,0
Russian Hill,2,1,Private room in condo,Private room,1,1,46.0,4369,3.8501476017100584,0
Mission,1,0,Entire rental unit,Entire home/apt,2,1,120.0,4596,4.795790545596741,3
Crocker Amazon,1,1,Entire guesthouse,Entire home/apt,3,1,122.0,3269,4.812184355372417,4
Financial District,15,1,Room in boutique hotel,Private room,4,2,154.0,2642,5.043425116919247,0
South of Market,1,1,Entire condo,Entire home/apt,2,1,250.0,3714,5.5254529391317835,0
Ocean View,1,1,Entire rental unit,Entire home/apt,4,2,135.0,3013,4.912654885736052,4
Chinatown,24,1,Room in boutique hotel,Private room,2,1,230.0,2868,5.442417710521793,0
Mission,1,0,Entire rental unit,Entire home/apt,2,1,165.0,2860,5.111987788356544,3
Potrero Hill,1,1,Private room in home,Private room,2,1,129.0,3307,4.867534450455582,3
Mission,1,1,Entire condo,Entire home/apt,7,4,437.0,3879,6.082218910376446,3
Noe Valley,1,1,Entire guest suite,Entire home/apt,2,1,150.0,4080,5.017279836814924,3
South of Market,2,1,Entire loft,Entire home/apt,4,2,215.0,3931,5.375278407684165,0
Bernal Heights,5,1,Room in boutique hotel,Private room,1,1,41.0,4028,3.7376696182833684,3
Ocean View,1,1,Entire home,Entire home/apt,4,4,180.0,3220,5.198497031265826,4
Mission,22,1,Entire rental unit,Entire home/apt,4,2,97.0,5189,4.584967478670572,3
North Beach,1,1,Entire guesthouse,Entire home/apt,2,1,350.0,4033,5.860786223465865,0
Haight Ashbury,1,1,Entire guest suite,Entire home/apt,2,1,178.0,3231,5.187385805840755,1
Mission,1,1,Private room in home,Private room,3,1,143.0,3314,4.969813299576001,3
Pacific Heights,1,1,Entire condo,Entire home/apt,4,2,650.0,2848,6.478509642208569,1
Potrero Hill,1,1,Private room in townhouse,Private room,1,1,89.0,4822,4.499809670330265,3
Nob Hill,28,1,Private room in rental unit,Private room,2,1,120.0,3304,4.795790545596741,0
Mission,3,1,Entire rental unit,Entire home/apt,1,1,209.0,3784,5.3471075307174685,1
Nob Hill,28,1,Private room in rental unit,Private room,2,0,120.0,3304,4.795790545596741,0
Castro/Upper Market,1,1,Entire guest suite,Entire home/apt,2,1,168.0,4366,5.1298987149230735,1
Nob Hill,28,1,Private room in rental unit,Private room,2,1,90.0,3304,4.51085950651685,0
Bayview,1,1,Entire rental unit,Entire home/apt,2,1,250.0,4159,5.5254529391317835,3
Haight Ashbury,14,1,Private room in rental unit,Private room,1,1,58.0,5279,4.07753744390572,1
Presidio Heights,17,1,Entire rental unit,Entire home/apt,2,1,132.0,3529,4.890349128221754,1
West of Twin Peaks,2,1,Private room in home,Private room,2,1,119.0,3789,4.787491742782046,4
Noe Valley,4,0,Entire rental unit,Entire home/apt,2,1,304.0,4477,5.720311776607412,3
Outer Mission,1,1,Entire rental unit,Entire home/apt,2,1,225.0,4209,5.420534999272286,4
Bernal Heights,1,1,Entire home,Entire home/apt,4,2,180.0,4178,5.198497031265826,3
Marina,1,1,Entire rental unit,Entire home/apt,2,1,650.0,4071,6.478509642208569,1
Bernal Heights,1,1,Entire guest suite,Entire home/apt,4,2,189.0,4816,5.247024072160486,3
Potrero Hill,2,1,Private room in home,Private room,2,1,128.0,4477,4.859812404361672,3
South of Market,4,1,Private room in home,Private room,2,1,106.0,4411,4.672828834461906,0
South of Market,4,1,Private room in home,Private room,2,1,83.0,4411,4.430816798843313,0
Chinatown,9,1,Entire rental unit,Entire home/apt,3,2,149.0,3670,5.0106352940962555,0
Chinatown,9,1,Entire rental unit,Entire home/apt,3,2,149.0,3670,5.0106352940962555,0
Chinatown,9,1,Entire rental unit,Entire home/apt,2,1,126.0,3670,4.844187086458591,0
Mission,22,1,Entire home,Entire home/apt,2,1,179.0,5189,5.19295685089021,3
Marina,1,1,Entire townhouse,Entire home/apt,2,1,603.0,4085,6.403574197934815,1
Mission,22,1,Entire rental unit,Entire home/apt,2,1,92.0,5189,4.532599493153256,1
Mission,22,1,Entire rental unit,Entire home/apt,4,3,114.0,5189,4.74493212836325,3
Bernal Heights,1,1,Entire rental unit,Entire home/apt,2,1,145.0,3172,4.983606621708336,3
Parkside,2,1,Private room in home,Private room,2,1,80.0,2860,4.394449154672439,2
Noe Valley,1,1,Entire guest suite,Entire home/apt,4,2,165.0,3219,5.111987788356544,3
Outer Richmond,3,1,Private room in home,Private room,2,1,89.0,3084,4.499809670330265,2
Mission,154,1,Entire rental unit,Entire home/apt,3,2,118.0,4000,4.77912349311153,3
Excelsior,2,1,Entire rental unit,Entire home/apt,3,1,112.0,4231,4.727387818712341,4
Western Addition,1,1,Entire condo,Entire home/apt,6,3,180.0,4394,5.198497031265826,1
Potrero Hill,1,0,Entire rental unit,Entire home/apt,5,4,159.0,3558,5.075173815233827,3
Russian Hill,2,1,Entire rental unit,Entire home/apt,1,1,180.0,3973,5.198497031265826,0
Nob Hill,1,1,Entire rental unit,Entire home/apt,2,1,150.0,3905,5.017279836814924,0
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,133.0,2822,4.897839799950911,1
Russian Hill,2,1,Entire rental unit,Entire home/apt,3,3,175.0,3267,5.170483995038151,0
Marina,2,0,Entire condo,Entire home/apt,4,3,200.0,2900,5.303304908059076,1
Russian Hill,4,1,Private room in rental unit,Private room,1,1,77.0,3403,4.356708826689592,0
Western Addition,1,1,Private room in condo,Private room,2,1,90.0,4157,4.51085950651685,1
Inner Richmond,3,1,Entire condo,Entire home/apt,5,3,160.0,2816,5.081404364984463,2
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,82.0,4000,4.418840607796598,0
Outer Sunset,1,1,Entire home,Entire home/apt,8,6,530.0,4201,6.274762021241939,2
Haight Ashbury,2,1,Entire home,Entire home/apt,8,4,980.0,3012,6.8885724595653635,1
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,5,2,257.0,4195,5.552959584921617,1
Chinatown,9,1,Entire rental unit,Entire home/apt,2,1,123.0,3670,4.820281565605037,0
Outer Sunset,2,1,Entire rental unit,Entire home/apt,6,4,142.0,2807,4.962844630259907,2
Noe Valley,2,1,Entire rental unit,Entire home/apt,2,1,118.0,3901,4.77912349311153,1
Noe Valley,2,1,Entire rental unit,Entire home/apt,2,1,100.0,3901,4.61512051684126,1
Bernal Heights,1,1,Private room in guest suite,Private room,2,2,77.0,2806,4.356708826689592,3
Noe Valley,2,1,Private room in home,Private room,2,1,95.0,4092,4.564348191467836,1
Inner Richmond,1,1,Entire guest suite,Entire home/apt,4,2,275.0,4503,5.62040086571715,1
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,62.0,3450,4.143134726391533,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,64.0,3450,4.174387269895637,0
Nob Hill,1,1,Entire rental unit,Entire home/apt,2,1,127.0,3953,4.852030263919617,0
Excelsior,5,1,Entire home,Entire home/apt,5,2,161.0,3737,5.087596335232384,3
Nob Hill,1,0,Entire bungalow,Entire home/apt,2,2,107.0,2800,4.68213122712422,0
Outer Sunset,2,1,Private room in home,Private room,1,1,45.0,3798,3.828641396489095,2
Noe Valley,2,1,Entire rental unit,Entire home/apt,2,1,100.0,4461,4.61512051684126,3
Mission,7,1,Entire home,Entire home/apt,5,5,500.0,3960,6.2166061010848646,3
South of Market,1,1,Entire loft,Entire home/apt,2,1,315.0,3676,5.755742213586912,0
North Beach,1,1,Entire home,Entire home/apt,6,3,450.0,4681,6.111467339502679,0
Mission,1,1,Entire rental unit,Entire home/apt,2,1,194.0,3744,5.272999558563747,1
Pacific Heights,1,1,Entire guest suite,Entire home/apt,2,1,125.0,2789,4.836281906951478,1
Bernal Heights,1,1,Entire rental unit,Entire home/apt,2,1,115.0,3220,4.7535901911063645,3
Downtown/Civic Center,5,1,Private room in rental unit,Private room,2,1,209.0,3596,5.3471075307174685,0
Western Addition,9,1,Private room in bed and breakfast,Private room,2,1,364.0,2787,5.8998973535824915,1
Inner Richmond,3,1,Private room in condo,Private room,2,1,79.0,2816,4.382026634673881,2
Inner Richmond,3,1,Private room in condo,Private room,2,1,80.0,2816,4.394449154672439,2
Russian Hill,1,1,Entire rental unit,Entire home/apt,2,1,139.0,3625,4.941642422609304,0
Pacific Heights,2,1,Entire guesthouse,Entire home/apt,4,2,175.0,2786,5.170483995038151,0
Downtown/Civic Center,2,1,Private room in rental unit,Private room,2,1,225.0,3416,5.420534999272286,0
Mission,154,1,Entire rental unit,Entire home/apt,2,1,72.0,4000,4.290459441148391,1
Outer Richmond,2,1,Entire rental unit,Entire home/apt,4,2,145.0,4805,4.983606621708336,2
Nob Hill,28,1,Private room in rental unit,Private room,2,1,60.0,3304,4.110873864173311,0
Excelsior,5,1,Entire home,Entire home/apt,7,3,195.0,3737,5.278114659230517,3
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,77.0,3450,4.356708826689592,0
Potrero Hill,1,1,Private room in rental unit,Private room,2,1,78.0,3300,4.3694478524670215,3
West of Twin Peaks,1,0,Entire guest suite,Entire home/apt,2,1,106.0,4015,4.672828834461906,4
Nob Hill,2,1,Entire rental unit,Entire home/apt,2,1,354.0,3416,5.872117789475416,0
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,175.0,3727,5.170483995038151,1
Marina,1,1,Entire home,Entire home/apt,8,7,1650.0,2778,7.409136443920128,0
Marina,1,1,Entire rental unit,Entire home/apt,4,3,395.0,3417,5.981414211254481,1
Mission,2,1,Entire rental unit,Entire home/apt,5,3,150.0,3444,5.017279836814924,3
Parkside,1,0,Entire guest suite,Entire home/apt,4,2,142.0,3658,4.962844630259907,2
Inner Sunset,1,1,Private room in condo,Private room,2,1,128.0,3453,4.859812404361672,2
North Beach,1,0,Entire condo,Entire home/apt,2,1,500.0,2928,6.2166061010848646,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,77.0,3450,4.356708826689592,0
Bernal Heights,1,1,Entire guest suite,Entire home/apt,2,1,85.0,4588,4.454347296253507,3
Mission,154,1,Entire rental unit,Entire home/apt,2,1,98.0,4000,4.59511985013459,3
Outer Sunset,1,1,Entire home,Entire home/apt,10,6,187.0,2764,5.236441962829949,2
Russian Hill,6,0,Entire rental unit,Entire home/apt,4,2,135.0,3561,4.912654885736052,0
Bernal Heights,1,1,Entire rental unit,Entire home/apt,1,1,81.0,3043,4.406719247264253,3
Outer Sunset,1,1,Private room in home,Private room,3,1,100.0,2762,4.61512051684126,2
Mission,4,1,Private room in home,Private room,2,1,147.0,4112,4.997212273764115,3
Downtown/Civic Center,4,1,Entire rental unit,Entire home/apt,3,1,115.0,3630,4.7535901911063645,0
Mission,4,1,Private room in home,Private room,2,1,135.0,4112,4.912654885736052,3
Downtown/Civic Center,27,1,Room in boutique hotel,Private room,2,1,194.0,2957,5.272999558563747,0
Bernal Heights,1,1,Entire home,Entire home/apt,5,3,116.0,3559,4.762173934797756,3
North Beach,2,1,Entire rental unit,Entire home/apt,4,1,300.0,4717,5.707110264748875,0
Potrero Hill,7,1,Private room in home,Private room,2,1,972.0,4089,6.880384082186005,3
Downtown/Civic Center,19,1,Entire condo,Entire home/apt,4,2,292.0,3340,5.680172609017068,0
Downtown/Civic Center,19,1,Entire condo,Entire home/apt,4,2,306.0,3340,5.726847747587197,0
Mission,2,1,Entire rental unit,Entire home/apt,6,4,140.0,2752,4.948759890378168,3
Potrero Hill,7,1,Private room in home,Private room,2,1,130.0,4089,4.875197323201151,3
Potrero Hill,7,1,Private room in home,Private room,2,1,115.0,4089,4.7535901911063645,3
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,64.0,3450,4.174387269895637,0
Inner Richmond,1,1,Entire home,Entire home/apt,6,4,400.0,3498,5.993961427306569,2
Marina,16,1,Room in hotel,Private room,2,1,102.0,3376,4.634728988229636,0
Mission,154,1,Entire rental unit,Entire home/apt,3,1,118.0,4000,4.77912349311153,3
Glen Park,1,1,Entire townhouse,Entire home/apt,8,5,764.0,3250,6.639875833826536,3
Outer Sunset,1,1,Entire guest suite,Entire home/apt,4,2,265.0,3475,5.583496308781699,2
Russian Hill,1,0,Entire condo,Entire home/apt,5,2,310.0,2873,5.739792912179234,0
Inner Sunset,2,1,Private room in home,Private room,2,1,58.0,2778,4.07753744390572,2
Inner Richmond,1,1,Entire rental unit,Entire home/apt,6,4,425.0,4472,6.054439346269371,2
Pacific Heights,16,1,Room in hotel,Private room,4,2,140.0,3376,4.948759890378168,0
Marina,16,1,Room in hotel,Private room,4,2,140.0,3376,4.948759890378168,0
Downtown/Civic Center,27,1,Room in hotel,Private room,4,2,357.0,2957,5.8805329864007,0
